Train_Station,Street_Name,Street_Type,Entrance_Type,LAT,LONG,Exit_Number
Valley Heights,Great Western,Hwy,Ramp,-33.70385585,150.5840194,
Victoria Street,Waller,St,Stairs,-32.75096544,151.5941378,
Victoria Street,Victoria,St,Stairs,-32.7511242,151.5937962,
Villawood,Villawood,St,Stairs,-33.88092102,150.9773626,
Villawood,River,Ave,Stairs,-33.88074082,150.9773471,
Vineyard,Bandon,Rd,Ramp,-33.65018802,150.851063,
Wahroonga,Redleaf,Ave,Stairs,-33.71800187,151.1175185,
Waitara,Alexandria,Pde,Path,-33.71028639,151.105246,
Waitara,Waitara,Ave,Stairs,-33.71065655,151.1049153,
Wallarobba,Wallarobba Brookfield,Rd,Ramp,-32.49615032,151.6956921,
Wansey LR,Alison,Rd,Path,-33.91105413,151.2355339,
Wansey LR,Alison,Rd,Path,-33.91027366,151.2348724,
Wansey LR,Alison,Rd,Path,-33.91103033,151.2356862,
Warabrook,Ring,Rd,Ramp,-32.88848678,151.709521,
Warabrook,Eucalyptus ,Cres,Ramp,-32.88698384,151.7111872,
Waratah,Platt,St,Stairs,-32.902354,151.7310238,
Waratah,Platt,St,Stairs,-32.90210317,151.731215,
Waratah Mills LR,Weston,St,Path,-33.8988126,151.1398647,
Waratah Mills LR,Davis,St,Path,-33.8989622,151.140003,
Warnervale,Warnervale,Rd,Path,-33.2473843,151.4491366,
Warnervale,Warnervale,Rd,Path,-33.24713278,151.4488456,
Warrawee,Warrawee,Ave,Path,-33.72439373,151.1220398,
Warrawee,Heydon,Ave,Path,-33.72454128,151.1217229,
Warrimoo,Railway,Pde,Stairs,-33.72132609,150.6029511,
Warrimoo,Great Western,Hwy,Ramp,-33.72206858,150.602657,
Warrimoo,Great Western,Hwy,Stairs,-33.72204408,150.6025654,
Warrimoo,Great Western,Hwy,Stairs,-33.721589,150.6027819,
Warrimoo,Great Western,Hwy,Ramp,-33.7215927,150.6027681,
Warwick Farm,Remembrance,Ave,Stairs,-33.91347354,150.9349611,
Warwick Farm,Remembrance,Ave,Lift,-33.91324659,150.9349959,
Warwick Farm,Warwick,St,Stairs,-33.91318088,150.9353246,
Warwick Farm,Warwick,St,Lift,-33.91340518,150.9352764,
Waterfall,Kooraban,St,Ramp,-34.13517267,150.994605,
Waverton,Bay,Rd,Path,-33.83756728,151.1974683,
Waverton,Bay,Rd,Path,-33.83761043,151.1973366,
Wentworth Falls,Station,St,Stairs,-33.70952535,150.3761198,
Wentworth Falls,Railway,Pde,Stairs,-33.70932977,150.3764898,
Wentworth Park LR,Wattle,St,Ramp,-33.87506758,151.1935385,
Wentworth Park LR,Pyrmont Bridge,Rd,Path,-33.8742417,151.1940945,
Wentworthville,The Kingsway,,Stairs,-33.80725292,150.972304,
Wentworthville,The Kingsway,,Ramp,-33.80706875,150.9718275,
Wentworthville,Wentworth,Ave,Stairs,-33.80686889,150.9725242,
Wentworthville,Wentworth,Ave,Ramp,-33.80667668,150.971932,
Werrington,Railway,St,Lift,-33.75920751,150.7574014,
Werrington,Railway,St,Stairs,-33.75924963,150.7575314,
Werrington,Victoria,Lane,Lift,-33.75903757,150.7574454,
Werrington,Victoria,Lane,Stairs,-33.7590496,150.7575668,
West Ryde,Railway,Pde,Stairs,-33.80746637,151.0905793,
West Ryde,Railway,Pde,Lift,-33.80747159,151.0904036,
West Ryde,West,Pde,Stairs,-33.8074677,151.0899608,
West Ryde,West,Pde,Ramp,-33.80704425,151.0900831,
West Ryde,West,Pde,Ramp,-33.80687546,151.0901576,
Westmead,Alexandria,Ave,Ramp,-33.80864182,150.9876577,
Westmead,Alexandria,Ave,Stairs,-33.80870858,150.9878707,
Westmead,Railway,Pde,Ramp,-33.80819002,150.9877158,
Westmead,Railway,Pde,Stairs,-33.80836116,150.9881873,
Wiley Park,King Georges ,Rd,Ramp,-33.92270486,151.0680185,
Wiley Park,King Georges ,Rd,Ramp,-33.92278182,151.0680626,
Windsor,Cox,St,Path,-33.61292723,150.8090296,
Windsor,George,St,Path,-33.61362381,150.8111058,
Wingello,Railway,Pde,Path,-34.69233579,150.1583818,
Wingello,Sydney,St,Path,-34.69201661,150.1582058,
Wirragula,Dungog,Rd,Ramp,-32.46292679,151.7424687,
Wolli,Discovery Point,Pl,Lift,-33.92884985,151.1538917,
Wolli,Discovery Point,Pl,Stairs,-33.92882963,151.153842,
Wolli,Brodie Spark,Dr,Stairs,-33.92867126,151.1544432,
Wolli,Brodie Spark,Dr,Lift,-33.92868435,151.1543587,
Wollongong,Station,St,Path,-34.42698795,150.8884363,
Wollongong,Railway Staiton,Sq,Ramp,-34.42679193,150.8878175,
Wollongong,Crown,St,Lift,-34.42645671,150.8884344,
Wollongong,Crown,St,Lift,-34.42642506,150.8882201,
Wollongong,Railway Staiton,Sq,Path,-34.42720865,150.8879475,
Wollongong,Crown,St,Path,-34.42587253,150.8882123,
Wollongong,Crown,St,Path,-34.42582725,150.8886385,
Wollongong,Station,St,Stairs,-34.42673344,150.8885596,
Wollstonecraft,Shirley,Rd,Ramp,-33.83245952,151.1921823,
Wollstonecraft,Shirley,Rd,Path,-33.8326745,151.1917926,
Wollstonecraft,Milner,Cres,Path,-33.8315907,151.1925953,
Wollstonecraft,Milray,Ave,Path,-33.83146743,151.1915732,
Wombarra,Morrison,Ave,Stairs,-34.27530416,150.9535083,
Wombarra,Morrison,Ave,Stairs,-34.27545316,150.9536753,
Wondabyne,Wondabyne Wharf,,Ramp,-33.49202131,151.2571482,
Woodford,Railway,Pde,Stairs,-33.7357511,150.4821963,
Woodford,Great Western,Hwy,Ramp,-33.73546893,150.4818417,
Woodford,Great Western,Hwy,Ramp,-33.73526715,150.4808855,
Woolooware,Swan,St N,Stairs,-34.04741225,151.1437622,
Woolooware,Swan,St N,Lift,-34.04744884,151.1437013,
Woolooware,Swan,St,Stairs,-34.04769831,151.1436487,
Woolooware,Swan,St,Lift,-34.04765603,151.1435849,
Woonona,Park,Rd,Ramp,-34.34939351,150.9153897,
Woonona,Railway,Pde,Stairs,-34.34956158,150.91536,
Woonona,Park,Rd,Ramp,-34.34932926,150.9151104,
Woy Woy,Railway,St,Ramp,-33.48527377,151.3237255,
Woy Woy,Railway,St,Lift,-33.48585711,151.3233847,
Woy Woy,Railway,St,Stairs,-33.48597825,151.3232156,
Woy Woy,Blackwall,Rd,Path,-33.48597397,151.324352,
Wyee,Wyee,Rd,Ramp,-33.17984054,151.48724,
Wyee,Gorokan,Rd,Stairs,-33.180164,151.4868566,
Wynyard,Napoleon,St,Path,-33.86524696,151.20397,
Wynyard,Napoleon,St,Lift,-33.86534132,151.203967,
Wynyard,Clarence,St,Stairs,-33.86562889,151.2048,4
Wynyard,Clarence,St,Path,-33.86564376,151.2050042,4
Wynyard,York,St,Path,-33.86560119,151.2055201,3
Wynyard,Clarence,St,Lift,-33.86572968,151.2050799,4
Wynyard,Jamison,St,Path,-33.86445369,151.2053161,
Wynyard,Carrington,St,Path,-33.86572268,151.206269,1
Wynyard,Carrington,St,Lift,-33.86570502,151.2061027,1
Wynyard,Carrington,St,Stairs,-33.86553906,151.2063145,1
Wynyard,Carrington,St,Stairs,-33.86583394,151.2062822,1
Wynyard,York,St,Stairs,-33.86575654,151.2059633,3
Wynyard,York,St,Stairs,-33.86566282,151.2059726,3
Wynyard LR,George,St,Path,-33.86670287,151.2070738,
Wynyard LR,George,St,Path,-33.86670881,151.2072618,
Wyong,Howarth,St,Lift,-33.2853325,151.4255494,
Wyong,Howarth,St,Stairs,-33.28508373,151.4255992,
Wyong,Pacific,Hwy,Stairs,-33.2853225,151.4251587,
Wyong,Pacific,Hwy,Lift,-33.28524935,151.4252208,
Yagoona,Hume,Hwy,Path,-33.90733106,151.0246767,
Yennora,Railway,St,Ramp,-33.86502912,150.9707162,
Yennora,Railway,St,Stairs,-33.86498836,150.9708084,
Yennora,Railway,St,Stairs,-33.86488282,150.97104,
Yennora,Nelson,Rd,Stairs,-33.86462082,150.9709456,
Yerrinbool,Old Hume,Hwy,Path,-34.37159251,150.5434481,
