Direction,Year,Date,Weekday,Current_Match,Country,Commodity,Transport_Mode,Measure,Value
Exports,2015,11/05/2015,Monday,11/05/2020,China,Forestry,All,Tonnes,59000
Exports,2015,13/05/2015,Wednesday,13/05/2020,China,Forestry,All,Tonnes,61000
Exports,2015,14/05/2015,Thursday,14/05/2020,China,Forestry,All,Tonnes,44000
Exports,2015,15/05/2015,Friday,15/05/2020,China,Forestry,All,Tonnes,49000
Exports,2015,16/05/2015,Saturday,16/05/2020,China,Forestry,All,Tonnes,1000
Exports,2015,17/05/2015,Sunday,17/05/2020,China,Forestry,All,Tonnes,8000
Exports,2015,18/05/2015,Monday,18/05/2020,China,Forestry,All,Tonnes,34000
Exports,2015,19/05/2015,Tuesday,19/05/2020,China,Forestry,All,Tonnes,1000
Exports,2015,20/05/2015,Wednesday,20/05/2020,China,Forestry,All,Tonnes,33000
Exports,2015,21/05/2015,Thursday,21/05/2020,China,Forestry,All,Tonnes,47000
Exports,2015,22/05/2015,Friday,22/05/2020,China,Forestry,All,Tonnes,54000
Exports,2015,23/05/2015,Saturday,23/05/2020,China,Forestry,All,Tonnes,28000
Exports,2015,25/05/2015,Monday,25/05/2020,China,Forestry,All,Tonnes,25000
Exports,2015,26/05/2015,Tuesday,26/05/2020,China,Forestry,All,Tonnes,6000
Exports,2015,27/05/2015,Wednesday,27/05/2020,China,Forestry,All,Tonnes,65000
Exports,2015,28/05/2015,Thursday,28/05/2020,China,Forestry,All,Tonnes,85000
Exports,2015,29/05/2015,Friday,29/05/2020,China,Forestry,All,Tonnes,97000
Exports,2015,30/05/2015,Saturday,30/05/2020,China,Forestry,All,Tonnes,36000
Exports,2015,31/05/2015,Sunday,31/05/2020,China,Forestry,All,Tonnes,11000
Exports,2015,01/06/2015,Monday,01/06/2020,China,Forestry,All,Tonnes,24000
Exports,2015,02/06/2015,Tuesday,02/06/2020,China,Forestry,All,Tonnes,23000
Exports,2015,03/06/2015,Wednesday,03/06/2020,China,Forestry,All,Tonnes,2000
Exports,2015,04/06/2015,Thursday,04/06/2020,China,Forestry,All,Tonnes,31000
Exports,2015,05/06/2015,Friday,05/06/2020,China,Forestry,All,Tonnes,76000
Exports,2015,06/06/2015,Saturday,06/06/2020,China,Forestry,All,Tonnes,56000
Exports,2015,07/06/2015,Sunday,07/06/2020,China,Forestry,All,Tonnes,16000
Exports,2015,08/06/2015,Monday,08/06/2020,China,Forestry,All,Tonnes,32000
Exports,2015,10/06/2015,Wednesday,10/06/2020,China,Forestry,All,Tonnes,4000
Exports,2015,11/06/2015,Thursday,11/06/2020,China,Forestry,All,Tonnes,31000
Exports,2015,12/06/2015,Friday,12/06/2020,China,Forestry,All,Tonnes,17000
Exports,2015,13/06/2015,Saturday,13/06/2020,China,Forestry,All,Tonnes,33000
Exports,2015,14/06/2015,Sunday,14/06/2020,China,Forestry,All,Tonnes,14000
Exports,2015,15/06/2015,Monday,15/06/2020,China,Forestry,All,Tonnes,13000
Exports,2015,16/06/2015,Tuesday,16/06/2020,China,Forestry,All,Tonnes,61000
Exports,2015,17/06/2015,Wednesday,17/06/2020,China,Forestry,All,Tonnes,163000
Exports,2015,18/06/2015,Thursday,18/06/2020,China,Forestry,All,Tonnes,25000
Exports,2015,19/06/2015,Friday,19/06/2020,China,Forestry,All,Tonnes,5000
Exports,2015,20/06/2015,Saturday,20/06/2020,China,Forestry,All,Tonnes,51000
Exports,2015,21/06/2015,Sunday,21/06/2020,China,Forestry,All,Tonnes,11000
Exports,2015,23/06/2015,Tuesday,23/06/2020,China,Forestry,All,Tonnes,35000
Exports,2015,24/06/2015,Wednesday,24/06/2020,China,Forestry,All,Tonnes,83000
Exports,2016,30/01/2016,Saturday,01/02/2020,China,Forestry,All,Tonnes,2000
Exports,2016,31/01/2016,Sunday,02/02/2020,China,Forestry,All,Tonnes,184000
Exports,2016,01/02/2016,Monday,03/02/2020,China,Forestry,All,Tonnes,33000
Exports,2016,02/02/2016,Tuesday,04/02/2020,China,Forestry,All,Tonnes,32000
Exports,2016,03/02/2016,Wednesday,05/02/2020,China,Forestry,All,Tonnes,4000
Exports,2016,04/02/2016,Thursday,06/02/2020,China,Forestry,All,Tonnes,25000
Exports,2016,05/02/2016,Friday,07/02/2020,China,Forestry,All,Tonnes,5000
Exports,2016,06/02/2016,Saturday,08/02/2020,China,Forestry,All,Tonnes,15000
Exports,2016,07/02/2016,Sunday,09/02/2020,China,Forestry,All,Tonnes,58000
Exports,2016,08/02/2016,Monday,10/02/2020,China,Forestry,All,Tonnes,5000
Exports,2016,09/02/2016,Tuesday,11/02/2020,China,Forestry,All,Tonnes,12000
Exports,2016,10/02/2016,Wednesday,12/02/2020,China,Forestry,All,Tonnes,32000
Exports,2016,11/02/2016,Thursday,13/02/2020,China,Forestry,All,Tonnes,28000
Exports,2016,12/02/2016,Friday,14/02/2020,China,Forestry,All,Tonnes,90000
Exports,2016,13/02/2016,Saturday,15/02/2020,China,Forestry,All,Tonnes,9000
Exports,2016,14/02/2016,Sunday,16/02/2020,China,Forestry,All,Tonnes,26000
Exports,2016,15/02/2016,Monday,17/02/2020,China,Forestry,All,Tonnes,40000
Exports,2016,16/02/2016,Tuesday,18/02/2020,China,Forestry,All,Tonnes,8000
Exports,2016,17/02/2016,Wednesday,19/02/2020,China,Forestry,All,Tonnes,64000
Exports,2016,18/02/2016,Thursday,20/02/2020,China,Forestry,All,Tonnes,26000
Exports,2016,19/02/2016,Friday,21/02/2020,China,Forestry,All,Tonnes,43000
Exports,2016,20/02/2016,Saturday,22/02/2020,China,Forestry,All,Tonnes,75000
Exports,2016,21/02/2016,Sunday,23/02/2020,China,Forestry,All,Tonnes,30000
Exports,2016,22/02/2016,Monday,24/02/2020,China,Forestry,All,Tonnes,23000
Exports,2016,23/02/2016,Tuesday,25/02/2020,China,Forestry,All,Tonnes,1000
Exports,2016,24/02/2016,Wednesday,26/02/2020,China,Forestry,All,Tonnes,98000
Exports,2016,25/02/2016,Thursday,27/02/2020,China,Forestry,All,Tonnes,17000
Exports,2016,26/02/2016,Friday,28/02/2020,China,Forestry,All,Tonnes,65000
Exports,2016,27/02/2016,Saturday,29/02/2020,China,Forestry,All,Tonnes,31000
Exports,2016,28/02/2016,Sunday,01/03/2020,China,Forestry,All,Tonnes,75000
Exports,2016,29/02/2016,Monday,02/03/2020,China,Forestry,All,Tonnes,79000
Exports,2016,01/03/2016,Tuesday,03/03/2020,China,Forestry,All,Tonnes,28000
Exports,2016,02/03/2016,Wednesday,04/03/2020,China,Forestry,All,Tonnes,41000
Exports,2016,03/03/2016,Thursday,05/03/2020,China,Forestry,All,Tonnes,19000
Exports,2016,04/03/2016,Friday,06/03/2020,China,Forestry,All,Tonnes,45000
Exports,2016,05/03/2016,Saturday,07/03/2020,China,Forestry,All,Tonnes,45000
Exports,2016,06/03/2016,Sunday,08/03/2020,China,Forestry,All,Tonnes,13000
Exports,2016,07/03/2016,Monday,09/03/2020,China,Forestry,All,Tonnes,61000
Exports,2016,08/03/2016,Tuesday,10/03/2020,China,Forestry,All,Tonnes,1000
Exports,2016,09/03/2016,Wednesday,11/03/2020,China,Forestry,All,Tonnes,17000
Exports,2016,10/03/2016,Thursday,12/03/2020,China,Forestry,All,Tonnes,53000
Exports,2016,11/03/2016,Friday,13/03/2020,China,Forestry,All,Tonnes,15000
Exports,2016,12/03/2016,Saturday,14/03/2020,China,Forestry,All,Tonnes,32000
Exports,2016,13/03/2016,Sunday,15/03/2020,China,Forestry,All,Tonnes,87000
Exports,2016,14/03/2016,Monday,16/03/2020,China,Forestry,All,Tonnes,2000
Exports,2016,15/03/2016,Tuesday,17/03/2020,China,Forestry,All,Tonnes,48000
Exports,2016,16/03/2016,Wednesday,18/03/2020,China,Forestry,All,Tonnes,15000
Exports,2016,17/03/2016,Thursday,19/03/2020,China,Forestry,All,Tonnes,40000
Exports,2016,18/03/2016,Friday,20/03/2020,China,Forestry,All,Tonnes,30000
Exports,2016,19/03/2016,Saturday,21/03/2020,China,Forestry,All,Tonnes,81000
Exports,2016,20/03/2016,Sunday,22/03/2020,China,Forestry,All,Tonnes,31000
Exports,2016,21/03/2016,Monday,23/03/2020,China,Forestry,All,Tonnes,11000
Exports,2016,22/03/2016,Tuesday,24/03/2020,China,Forestry,All,Tonnes,10000
Exports,2016,23/03/2016,Wednesday,25/03/2020,China,Forestry,All,Tonnes,36000
Exports,2016,24/03/2016,Thursday,26/03/2020,China,Forestry,All,Tonnes,65000
Exports,2016,25/03/2016,Friday,27/03/2020,China,Forestry,All,Tonnes,71000
Exports,2016,26/03/2016,Saturday,28/03/2020,China,Forestry,All,Tonnes,31000
Exports,2016,27/03/2016,Sunday,29/03/2020,China,Forestry,All,Tonnes,89000
Exports,2016,28/03/2016,Monday,30/03/2020,China,Forestry,All,Tonnes,6000
Exports,2016,29/03/2016,Tuesday,31/03/2020,China,Forestry,All,Tonnes,10000
Exports,2016,30/03/2016,Wednesday,01/04/2020,China,Forestry,All,Tonnes,29000
Exports,2016,31/03/2016,Thursday,02/04/2020,China,Forestry,All,Tonnes,82000
Exports,2016,01/04/2016,Friday,03/04/2020,China,Forestry,All,Tonnes,40000
Exports,2016,02/04/2016,Saturday,04/04/2020,China,Forestry,All,Tonnes,26000
Exports,2016,03/04/2016,Sunday,05/04/2020,China,Forestry,All,Tonnes,10000
Exports,2016,04/04/2016,Monday,06/04/2020,China,Forestry,All,Tonnes,62000
Exports,2016,05/04/2016,Tuesday,07/04/2020,China,Forestry,All,Tonnes,42000
Exports,2016,06/04/2016,Wednesday,08/04/2020,China,Forestry,All,Tonnes,1000
Exports,2016,07/04/2016,Thursday,09/04/2020,China,Forestry,All,Tonnes,7000
Exports,2016,08/04/2016,Friday,10/04/2020,China,Forestry,All,Tonnes,15000
Exports,2016,09/04/2016,Saturday,11/04/2020,China,Forestry,All,Tonnes,58000
Exports,2016,10/04/2016,Sunday,12/04/2020,China,Forestry,All,Tonnes,39000
Exports,2016,11/04/2016,Monday,13/04/2020,China,Forestry,All,Tonnes,15000
Exports,2016,12/04/2016,Tuesday,14/04/2020,China,Forestry,All,Tonnes,52000
Exports,2016,13/04/2016,Wednesday,15/04/2020,China,Forestry,All,Tonnes,125000
Exports,2016,14/04/2016,Thursday,16/04/2020,China,Forestry,All,Tonnes,23000
Exports,2016,15/04/2016,Friday,17/04/2020,China,Forestry,All,Tonnes,31000
Exports,2016,16/04/2016,Saturday,18/04/2020,China,Forestry,All,Tonnes,8000
Exports,2016,17/04/2016,Sunday,19/04/2020,China,Forestry,All,Tonnes,3000
Exports,2016,18/04/2016,Monday,20/04/2020,China,Forestry,All,Tonnes,48000
Exports,2016,19/04/2016,Tuesday,21/04/2020,China,Forestry,All,Tonnes,102000
Exports,2016,20/04/2016,Wednesday,22/04/2020,China,Forestry,All,Tonnes,11000
Exports,2016,21/04/2016,Thursday,23/04/2020,China,Forestry,All,Tonnes,1000
Exports,2016,22/04/2016,Friday,24/04/2020,China,Forestry,All,Tonnes,42000
Exports,2016,23/04/2016,Saturday,25/04/2020,China,Forestry,All,Tonnes,33000
Exports,2016,24/04/2016,Sunday,26/04/2020,China,Forestry,All,Tonnes,58000
Exports,2016,26/04/2016,Tuesday,28/04/2020,China,Forestry,All,Tonnes,19000
Exports,2016,27/04/2016,Wednesday,29/04/2020,China,Forestry,All,Tonnes,46000
Exports,2016,28/04/2016,Thursday,30/04/2020,China,Forestry,All,Tonnes,33000
Exports,2016,29/04/2016,Friday,01/05/2020,China,Forestry,All,Tonnes,93000
Exports,2016,30/04/2016,Saturday,02/05/2020,China,Forestry,All,Tonnes,20000
Exports,2016,01/05/2016,Sunday,03/05/2020,China,Forestry,All,Tonnes,54000
Exports,2016,02/05/2016,Monday,04/05/2020,China,Forestry,All,Tonnes,24000
Exports,2016,03/05/2016,Tuesday,05/05/2020,China,Forestry,All,Tonnes,30000
Exports,2016,04/05/2016,Wednesday,06/05/2020,China,Forestry,All,Tonnes,2000
Exports,2016,05/05/2016,Thursday,07/05/2020,China,Forestry,All,Tonnes,34000
Exports,2016,06/05/2016,Friday,08/05/2020,China,Forestry,All,Tonnes,84000
Exports,2016,07/05/2016,Saturday,09/05/2020,China,Forestry,All,Tonnes,68000
Exports,2016,08/05/2016,Sunday,10/05/2020,China,Forestry,All,Tonnes,10000
Exports,2016,09/05/2016,Monday,11/05/2020,China,Forestry,All,Tonnes,55000
Exports,2016,10/05/2016,Tuesday,12/05/2020,China,Forestry,All,Tonnes,22000
Exports,2016,11/05/2016,Wednesday,13/05/2020,China,Forestry,All,Tonnes,49000
Exports,2016,12/05/2016,Thursday,14/05/2020,China,Forestry,All,Tonnes,1000
Exports,2016,13/05/2016,Friday,15/05/2020,China,Forestry,All,Tonnes,46000
Exports,2016,14/05/2016,Saturday,16/05/2020,China,Forestry,All,Tonnes,51000
Exports,2016,15/05/2016,Sunday,17/05/2020,China,Forestry,All,Tonnes,63000
Exports,2016,16/05/2016,Monday,18/05/2020,China,Forestry,All,Tonnes,10000
Exports,2016,17/05/2016,Tuesday,19/05/2020,China,Forestry,All,Tonnes,21000
Exports,2016,18/05/2016,Wednesday,20/05/2020,China,Forestry,All,Tonnes,11000
Exports,2016,19/05/2016,Thursday,21/05/2020,China,Forestry,All,Tonnes,9000
Exports,2016,20/05/2016,Friday,22/05/2020,China,Forestry,All,Tonnes,99000
Exports,2016,21/05/2016,Saturday,23/05/2020,China,Forestry,All,Tonnes,54000
Exports,2016,22/05/2016,Sunday,24/05/2020,China,Forestry,All,Tonnes,8000
Exports,2016,23/05/2016,Monday,25/05/2020,China,Forestry,All,Tonnes,41000
Exports,2016,24/05/2016,Tuesday,26/05/2020,China,Forestry,All,Tonnes,39000
Exports,2016,25/05/2016,Wednesday,27/05/2020,China,Forestry,All,Tonnes,23000
Exports,2016,26/05/2016,Thursday,28/05/2020,China,Forestry,All,Tonnes,57000
Exports,2016,27/05/2016,Friday,29/05/2020,China,Forestry,All,Tonnes,3000
Exports,2016,28/05/2016,Saturday,30/05/2020,China,Forestry,All,Tonnes,17000
Exports,2016,29/05/2016,Sunday,31/05/2020,China,Forestry,All,Tonnes,2000
Exports,2016,30/05/2016,Monday,01/06/2020,China,Forestry,All,Tonnes,16000
Exports,2016,31/05/2016,Tuesday,02/06/2020,China,Forestry,All,Tonnes,27000
Exports,2016,01/06/2016,Wednesday,03/06/2020,China,Forestry,All,Tonnes,6000
Exports,2016,02/06/2016,Thursday,04/06/2020,China,Forestry,All,Tonnes,116000
Exports,2016,03/06/2016,Friday,05/06/2020,China,Forestry,All,Tonnes,112000
Exports,2016,04/06/2016,Saturday,06/06/2020,China,Forestry,All,Tonnes,75000
Exports,2016,06/06/2016,Monday,08/06/2020,China,Forestry,All,Tonnes,21000
Exports,2016,07/06/2016,Tuesday,09/06/2020,China,Forestry,All,Tonnes,32000
Exports,2016,08/06/2016,Wednesday,10/06/2020,China,Forestry,All,Tonnes,1000
Exports,2016,09/06/2016,Thursday,11/06/2020,China,Forestry,All,Tonnes,12000
Exports,2016,10/06/2016,Friday,12/06/2020,China,Forestry,All,Tonnes,12000
Exports,2016,11/06/2016,Saturday,13/06/2020,China,Forestry,All,Tonnes,70000
Exports,2016,12/06/2016,Sunday,14/06/2020,China,Forestry,All,Tonnes,5000
Exports,2016,13/06/2016,Monday,15/06/2020,China,Forestry,All,Tonnes,55000
Exports,2016,14/06/2016,Tuesday,16/06/2020,China,Forestry,All,Tonnes,9000
Exports,2016,15/06/2016,Wednesday,17/06/2020,China,Forestry,All,Tonnes,43000
Exports,2016,16/06/2016,Thursday,18/06/2020,China,Forestry,All,Tonnes,45000
Exports,2016,17/06/2016,Friday,19/06/2020,China,Forestry,All,Tonnes,67000
Exports,2016,18/06/2016,Saturday,20/06/2020,China,Forestry,All,Tonnes,60000
Exports,2016,19/06/2016,Sunday,21/06/2020,China,Forestry,All,Tonnes,21000
Exports,2016,20/06/2016,Monday,22/06/2020,China,Forestry,All,Tonnes,64000
Exports,2016,21/06/2016,Tuesday,23/06/2020,China,Forestry,All,Tonnes,62000
Exports,2016,22/06/2016,Wednesday,24/06/2020,China,Forestry,All,Tonnes,12000
Exports,2017,04/02/2017,Saturday,01/02/2020,China,Forestry,All,Tonnes,94000
Exports,2017,05/02/2017,Sunday,02/02/2020,China,Forestry,All,Tonnes,49000
Exports,2017,07/02/2017,Tuesday,04/02/2020,China,Forestry,All,Tonnes,40000
Exports,2017,08/02/2017,Wednesday,05/02/2020,China,Forestry,All,Tonnes,36000
Exports,2017,09/02/2017,Thursday,06/02/2020,China,Forestry,All,Tonnes,1000
Exports,2017,10/02/2017,Friday,07/02/2020,China,Forestry,All,Tonnes,26000
Exports,2017,11/02/2017,Saturday,08/02/2020,China,Forestry,All,Tonnes,64000
Exports,2017,12/02/2017,Sunday,09/02/2020,China,Forestry,All,Tonnes,23000
Exports,2017,13/02/2017,Monday,10/02/2020,China,Forestry,All,Tonnes,8000
Exports,2017,14/02/2017,Tuesday,11/02/2020,China,Forestry,All,Tonnes,30000
Exports,2017,15/02/2017,Wednesday,12/02/2020,China,Forestry,All,Tonnes,61000
Exports,2017,16/02/2017,Thursday,13/02/2020,China,Forestry,All,Tonnes,32000
Exports,2017,17/02/2017,Friday,14/02/2020,China,Forestry,All,Tonnes,31000
Exports,2017,18/02/2017,Saturday,15/02/2020,China,Forestry,All,Tonnes,6000
Exports,2017,19/02/2017,Sunday,16/02/2020,China,Forestry,All,Tonnes,56000
Exports,2017,20/02/2017,Monday,17/02/2020,China,Forestry,All,Tonnes,41000
Exports,2017,21/02/2017,Tuesday,18/02/2020,China,Forestry,All,Tonnes,44000
Exports,2017,22/02/2017,Wednesday,19/02/2020,China,Forestry,All,Tonnes,3000
Exports,2017,24/02/2017,Friday,21/02/2020,China,Forestry,All,Tonnes,20000
Exports,2017,25/02/2017,Saturday,22/02/2020,China,Forestry,All,Tonnes,42000
Exports,2017,26/02/2017,Sunday,23/02/2020,China,Forestry,All,Tonnes,82000
Exports,2017,27/02/2017,Monday,24/02/2020,China,Forestry,All,Tonnes,61000
Exports,2017,28/02/2017,Tuesday,25/02/2020,China,Forestry,All,Tonnes,30000
Exports,2017,01/03/2017,Wednesday,26/02/2020,China,Forestry,All,Tonnes,26000
Exports,2017,02/03/2017,Thursday,27/02/2020,China,Forestry,All,Tonnes,60000
Exports,2017,03/03/2017,Friday,28/02/2020,China,Forestry,All,Tonnes,82000
Exports,2017,04/03/2017,Saturday,29/02/2020,China,Forestry,All,Tonnes,25000
Exports,2017,05/03/2017,Sunday,01/03/2020,China,Forestry,All,Tonnes,51000
Exports,2017,06/03/2017,Monday,02/03/2020,China,Forestry,All,Tonnes,64000
Exports,2017,07/03/2017,Tuesday,03/03/2020,China,Forestry,All,Tonnes,7000
Exports,2017,08/03/2017,Wednesday,04/03/2020,China,Forestry,All,Tonnes,34000
Exports,2017,09/03/2017,Thursday,05/03/2020,China,Forestry,All,Tonnes,34000
Exports,2017,10/03/2017,Friday,06/03/2020,China,Forestry,All,Tonnes,39000
Exports,2017,11/03/2017,Saturday,07/03/2020,China,Forestry,All,Tonnes,15000
Exports,2017,12/03/2017,Sunday,08/03/2020,China,Forestry,All,Tonnes,39000
Exports,2017,13/03/2017,Monday,09/03/2020,China,Forestry,All,Tonnes,3000
Exports,2017,14/03/2017,Tuesday,10/03/2020,China,Forestry,All,Tonnes,23000
Exports,2017,15/03/2017,Wednesday,11/03/2020,China,Forestry,All,Tonnes,73000
Exports,2017,16/03/2017,Thursday,12/03/2020,China,Forestry,All,Tonnes,40000
Exports,2017,17/03/2017,Friday,13/03/2020,China,Forestry,All,Tonnes,27000
Exports,2017,18/03/2017,Saturday,14/03/2020,China,Forestry,All,Tonnes,18000
Exports,2017,19/03/2017,Sunday,15/03/2020,China,Forestry,All,Tonnes,18000
Exports,2017,20/03/2017,Monday,16/03/2020,China,Forestry,All,Tonnes,86000
Exports,2017,21/03/2017,Tuesday,17/03/2020,China,Forestry,All,Tonnes,41000
Exports,2017,22/03/2017,Wednesday,18/03/2020,China,Forestry,All,Tonnes,90000
Exports,2017,23/03/2017,Thursday,19/03/2020,China,Forestry,All,Tonnes,31000
Exports,2017,24/03/2017,Friday,20/03/2020,China,Forestry,All,Tonnes,49000
Exports,2017,25/03/2017,Saturday,21/03/2020,China,Forestry,All,Tonnes,67000
Exports,2017,26/03/2017,Sunday,22/03/2020,China,Forestry,All,Tonnes,32000
Exports,2017,27/03/2017,Monday,23/03/2020,China,Forestry,All,Tonnes,37000
Exports,2017,28/03/2017,Tuesday,24/03/2020,China,Forestry,All,Tonnes,24000
Exports,2017,29/03/2017,Wednesday,25/03/2020,China,Forestry,All,Tonnes,26000
Exports,2017,30/03/2017,Thursday,26/03/2020,China,Forestry,All,Tonnes,54000
Exports,2017,31/03/2017,Friday,27/03/2020,China,Forestry,All,Tonnes,12000
Exports,2017,01/04/2017,Saturday,28/03/2020,China,Forestry,All,Tonnes,36000
Exports,2017,02/04/2017,Sunday,29/03/2020,China,Forestry,All,Tonnes,6000
Exports,2017,03/04/2017,Monday,30/03/2020,China,Forestry,All,Tonnes,40000
Exports,2017,04/04/2017,Tuesday,31/03/2020,China,Forestry,All,Tonnes,2000
Exports,2017,05/04/2017,Wednesday,01/04/2020,China,Forestry,All,Tonnes,66000
Exports,2017,06/04/2017,Thursday,02/04/2020,China,Forestry,All,Tonnes,73000
Exports,2017,07/04/2017,Friday,03/04/2020,China,Forestry,All,Tonnes,80000
Exports,2017,08/04/2017,Saturday,04/04/2020,China,Forestry,All,Tonnes,65000
Exports,2017,09/04/2017,Sunday,05/04/2020,China,Forestry,All,Tonnes,74000
Exports,2017,10/04/2017,Monday,06/04/2020,China,Forestry,All,Tonnes,11000
Exports,2017,11/04/2017,Tuesday,07/04/2020,China,Forestry,All,Tonnes,19000
Exports,2017,12/04/2017,Wednesday,08/04/2020,China,Forestry,All,Tonnes,2000
Exports,2017,13/04/2017,Thursday,09/04/2020,China,Forestry,All,Tonnes,114000
Exports,2017,14/04/2017,Friday,10/04/2020,China,Forestry,All,Tonnes,1000
Exports,2017,15/04/2017,Saturday,11/04/2020,China,Forestry,All,Tonnes,36000
Exports,2017,16/04/2017,Sunday,12/04/2020,China,Forestry,All,Tonnes,45000
Exports,2017,17/04/2017,Monday,13/04/2020,China,Forestry,All,Tonnes,24000
Exports,2017,18/04/2017,Tuesday,14/04/2020,China,Forestry,All,Tonnes,57000
Exports,2017,19/04/2017,Wednesday,15/04/2020,China,Forestry,All,Tonnes,28000
Exports,2017,20/04/2017,Thursday,16/04/2020,China,Forestry,All,Tonnes,29000
Exports,2017,21/04/2017,Friday,17/04/2020,China,Forestry,All,Tonnes,53000
Exports,2017,22/04/2017,Saturday,18/04/2020,China,Forestry,All,Tonnes,24000
Exports,2017,23/04/2017,Sunday,19/04/2020,China,Forestry,All,Tonnes,25000
Exports,2017,24/04/2017,Monday,20/04/2020,China,Forestry,All,Tonnes,69000
Exports,2017,25/04/2017,Tuesday,21/04/2020,China,Forestry,All,Tonnes,10000
Exports,2017,26/04/2017,Wednesday,22/04/2020,China,Forestry,All,Tonnes,86000
Exports,2017,28/04/2017,Friday,24/04/2020,China,Forestry,All,Tonnes,92000
Exports,2017,29/04/2017,Saturday,25/04/2020,China,Forestry,All,Tonnes,47000
Exports,2017,30/04/2017,Sunday,26/04/2020,China,Forestry,All,Tonnes,2000
Exports,2017,01/05/2017,Monday,27/04/2020,China,Forestry,All,Tonnes,96000
Exports,2017,02/05/2017,Tuesday,28/04/2020,China,Forestry,All,Tonnes,40000
Exports,2017,03/05/2017,Wednesday,29/04/2020,China,Forestry,All,Tonnes,36000
Exports,2017,04/05/2017,Thursday,30/04/2020,China,Forestry,All,Tonnes,12000
Exports,2017,05/05/2017,Friday,01/05/2020,China,Forestry,All,Tonnes,2000
Exports,2017,06/05/2017,Saturday,02/05/2020,China,Forestry,All,Tonnes,10000
Exports,2017,07/05/2017,Sunday,03/05/2020,China,Forestry,All,Tonnes,1000
Exports,2017,08/05/2017,Monday,04/05/2020,China,Forestry,All,Tonnes,3000
Exports,2017,09/05/2017,Tuesday,05/05/2020,China,Forestry,All,Tonnes,42000
Exports,2017,10/05/2017,Wednesday,06/05/2020,China,Forestry,All,Tonnes,25000
Exports,2017,11/05/2017,Thursday,07/05/2020,China,Forestry,All,Tonnes,16000
Exports,2017,12/05/2017,Friday,08/05/2020,China,Forestry,All,Tonnes,45000
Exports,2017,13/05/2017,Saturday,09/05/2020,China,Forestry,All,Tonnes,82000
Exports,2017,14/05/2017,Sunday,10/05/2020,China,Forestry,All,Tonnes,2000
Exports,2017,15/05/2017,Monday,11/05/2020,China,Forestry,All,Tonnes,39000
Exports,2017,16/05/2017,Tuesday,12/05/2020,China,Forestry,All,Tonnes,58000
Exports,2017,17/05/2017,Wednesday,13/05/2020,China,Forestry,All,Tonnes,1000
Exports,2017,18/05/2017,Thursday,14/05/2020,China,Forestry,All,Tonnes,40000
Exports,2017,19/05/2017,Friday,15/05/2020,China,Forestry,All,Tonnes,39000
Exports,2017,20/05/2017,Saturday,16/05/2020,China,Forestry,All,Tonnes,56000
Exports,2017,21/05/2017,Sunday,17/05/2020,China,Forestry,All,Tonnes,56000
Exports,2017,22/05/2017,Monday,18/05/2020,China,Forestry,All,Tonnes,13000
Exports,2017,23/05/2017,Tuesday,19/05/2020,China,Forestry,All,Tonnes,69000
Exports,2017,24/05/2017,Wednesday,20/05/2020,China,Forestry,All,Tonnes,19000
Exports,2017,25/05/2017,Thursday,21/05/2020,China,Forestry,All,Tonnes,28000
Exports,2017,26/05/2017,Friday,22/05/2020,China,Forestry,All,Tonnes,37000
Exports,2017,27/05/2017,Saturday,23/05/2020,China,Forestry,All,Tonnes,6000
Exports,2017,28/05/2017,Sunday,24/05/2020,China,Forestry,All,Tonnes,51000
Exports,2017,29/05/2017,Monday,25/05/2020,China,Forestry,All,Tonnes,9000
Exports,2017,30/05/2017,Tuesday,26/05/2020,China,Forestry,All,Tonnes,21000
Exports,2017,31/05/2017,Wednesday,27/05/2020,China,Forestry,All,Tonnes,57000
Exports,2017,01/06/2017,Thursday,28/05/2020,China,Forestry,All,Tonnes,52000
Exports,2017,02/06/2017,Friday,29/05/2020,China,Forestry,All,Tonnes,2000
Exports,2017,04/06/2017,Sunday,31/05/2020,China,Forestry,All,Tonnes,75000
Exports,2017,05/06/2017,Monday,01/06/2020,China,Forestry,All,Tonnes,24000
Exports,2017,06/06/2017,Tuesday,02/06/2020,China,Forestry,All,Tonnes,14000
Exports,2017,07/06/2017,Wednesday,03/06/2020,China,Forestry,All,Tonnes,38000
Exports,2017,09/06/2017,Friday,05/06/2020,China,Forestry,All,Tonnes,9000
Exports,2017,10/06/2017,Saturday,06/06/2020,China,Forestry,All,Tonnes,89000
Exports,2017,11/06/2017,Sunday,07/06/2020,China,Forestry,All,Tonnes,29000
Exports,2017,12/06/2017,Monday,08/06/2020,China,Forestry,All,Tonnes,100000
Exports,2017,13/06/2017,Tuesday,09/06/2020,China,Forestry,All,Tonnes,90000
Exports,2017,14/06/2017,Wednesday,10/06/2020,China,Forestry,All,Tonnes,50000
Exports,2017,15/06/2017,Thursday,11/06/2020,China,Forestry,All,Tonnes,8000
Exports,2017,16/06/2017,Friday,12/06/2020,China,Forestry,All,Tonnes,33000
Exports,2017,17/06/2017,Saturday,13/06/2020,China,Forestry,All,Tonnes,98000
Exports,2017,18/06/2017,Sunday,14/06/2020,China,Forestry,All,Tonnes,30000
Exports,2017,19/06/2017,Monday,15/06/2020,China,Forestry,All,Tonnes,23000
Exports,2017,20/06/2017,Tuesday,16/06/2020,China,Forestry,All,Tonnes,51000
Exports,2017,21/06/2017,Wednesday,17/06/2020,China,Forestry,All,Tonnes,8000
